feature1,feature2,label
-7.798348990231759,-8.579798332205531,2
-8.600453921719176,-7.649220681735597,2
-0.8641077988463721,6.572598828256277,0
4.204516429773661,4.170723387915112,1
-10.955876261506978,-8.896282215110755,2
6.35519808263214,1.6532926240138779,1
-2.162835771350386,9.784920887655995,0
5.46574174477935,0.8457205783327826,1
-3.46754609874333,8.642968174870687,0
-4.891804617458048,10.327393345465982,0
-3.7126108475115442,12.718842497216198,0
5.353909808158196,0.5873504934194236,1
-2.091470433043239,5.09494588043877,0
-5.339939107153579,8.172995482667604,0
-8.180912329394925,-7.854360360805339,2
-3.913303810807455,8.358961835002786,0
-10.134712066917595,-6.783939699953183,2
0.5895936629128871,2.3460783134795875,1
-2.3150425243566692,10.9515761092641,0
-1.3354834354522096,13.395197379818278,0
-0.19200646503794205,7.372921491494901,0
-2.8317690463847685,9.822387841827398,0
6.590118303063604,1.6790549209364547,1
-7.10428329053293,-7.322048792342392,2
-3.4360330086776747,8.082826621057809,0
-5.820018835320704,-3.996972351960146,2
-8.033169852287935,-5.369327141624435,2
3.003437469761156,6.1579442353116525,1
4.615385290534272,0.17866094096906893,1
-4.288226482303797,7.382665558267445,0
-4.490270273314127,7.8816906689927775,0
-4.650982619174975,9.979230958684692,0
-5.218955558062779,-8.592277245093682,2
-2.081010134792342,6.5228085707743455,0
-9.910009315548375,-4.146361058386898,2
-2.054277753844491,11.628571636763178,0
-5.365649957860566,-8.724440241631198,2
5.129811978445547,0.9592833331984725,1
-7.093687911060385,-8.950594238114695,2
5.3233907877824205,5.7255113623725045,1
7.173701134601346,0.5578307527031705,1
-1.9940968416072216,8.865394296665986,0
-7.854839639296257,-7.7452259689151886,2
4.410799145722866,4.4488023078876555,1
-2.5786211624632367,6.676930052959257,0
-1.7864064120359222,12.09035926113026,0
-6.736494716712485,-7.83542448680618,2
3.6691517405698946,2.136917962713377,1
-6.204421867000866,-7.703863525520881,2
7.8119124685188055,-0.5024613137129661,1
4.7914879526155545,0.6188462609165086,1
-6.8955724737845046,-3.920221315495895,2
-6.146430698957573,-8.759869165930658,2
0.446590466430282,7.977745691651027,0
-4.521032823023617,-6.745072630455729,2
5.669974208840197,9.678632665250174,1
-6.090722906394676,-7.7220785549164725,2
-0.5824453645641066,9.839847982071317,0
4.866913526730597,3.2974310329828254,1
-3.430475164972325,11.128530580636152,0
-6.408398074934138,-5.338379205502013,2
8.905945585540636,-1.9310059151042718,1
6.439078587094603,2.5877687256939508,1
-0.7218655742407947,-4.640959770406793,2
-7.377555488109417,-4.936967691367236,2
2.8430494935313853,2.9570080269537433,1
3.2029903937232294,1.5462753805170375,1
-5.456397434973491,-9.129393776951686,2
-10.286392069861579,-6.991204991069184,2
-4.63380505050496,9.961470989468685,0
7.2508364505367595,2.0151773672062503,1
-4.7627782174520945,-10.397588566122176,2
-8.279078207136441,-6.452149771807503,2
-1.5627223739056606,8.868628302884575,0
-3.2934139293170652,6.087256231934084,0
-6.338713539591592,-6.980585812174221,2
-11.014511391231023,-7.0583496723015235,2
3.1216135131207055,2.2739572568931474,1
-3.71047500289036,8.430898628611768,0
6.998759077670675,1.0348183797313224,1
-4.534859863721598,9.64278079338887,0
-2.653217866213418,11.021351923982369,0
-5.877792815902509,-8.835220082873048,2
-1.8466707602456223,10.96537638244304,0
6.540726512600202,0.8193623726159258,1
-5.208242967020986,-9.139523302591183,2
-4.544063067831655,-6.371267906673521,2
1.222351399236763,9.961951970021897,0
8.170787316790296,2.783133105862643,1
-5.264536358966932,7.138636048368076,0
-10.218437753394014,-5.793389208516077,2
-2.5808497012726535,12.143573439826334,0
-5.921667539658486,-6.21278538270205,2
-0.6783933876486019,9.67178834751769,0
-3.568718030586828,10.040820994425033,0
-7.986925801845635,-9.275865378453643,2
-9.014868049916458,-7.164868563318533,2
-1.9894320345559031,10.577931871752941,0
-8.406145504236303,-10.489873794604986,2
-6.0527573847038685,-3.1265179681598148,2
3.6899882139061893,0.6665112187933082,1
-1.7936229023561836,10.13585518093479,0
4.223634335513551,0.9871678146230664,1
-0.9271337289666564,7.195511218608844,0
-4.1876326694980275,8.395861376495892,0
-2.025273079920682,5.187725638882726,0
-1.8219610439158274,5.488205817472854,0
-2.008211922360997,9.707182547192273,0
8.946243751251213,0.438474558164633,1
-9.676762338789553,-5.754171119894805,2
6.012399216977128,-1.2522620584385713,1
-4.075704207725225,8.370163095786971,0
-4.126184828839126,8.010772041029249,0
-2.3741412136769027,6.164789755771408,0
-2.536192072528618,6.898864270286521,0
5.037998227375041,0.7727359296231426,1
-8.954119499804182,-7.260786949443163,2
1.2136097780463464,4.680914432271558,1
-10.621211033202982,-7.583136561358564,2
2.6278440732286974,-0.4552075416347323,1
5.678571864710446,5.038647509945887,1
5.088063799848935,1.9983544855043218,1
0.2963909988194482,6.21058400261376,0
-5.7265132650397375,-6.257609284188875,2
-6.214999167192087,-8.377082666389054,2
-7.135462374112803,-8.791190474476798,2
-5.65129379106442,-5.365094173181337,2
-3.8630416236646674,10.237638705880057,0
-4.804547302635472,-7.90014239098544,2
-7.940142427896152,-8.465855257800635,2
-0.34309513670219616,11.121890232268127,0
-6.346740053650834,8.961258377299888,0
-2.3256760699817454,5.039148298996536,0
-5.959033288078816,7.889711069716376,0
-5.466241603787605,7.574597711408904,0
5.649853394189016,3.7046800722809747,1
4.134742533441781,-0.522396679988967,1
-7.419377061738013,-8.83763702484056,2
-2.4989707097678284,8.545111861448028,0
-7.907361025824657,-8.99853663705385,2
-3.4481463949226545,10.099406215370252,0
-2.9999738550584913,7.506813799483343,0
-2.758131341387296,-3.3694279083895378,2
-2.3351034865764078,8.416271427266587,0
1.6011389043200746,1.0047015382082294,1
3.209271417708165,3.3323651818100837,1
6.265603073906021,3.2324273677879565,1
-1.955816024392712,10.668652626270369,0
7.195208627804951,0.7900269062690721,1
-3.8692470662097316,9.478793522520329,0
-4.325245774095172,6.189678725527738,0
-2.9501769253184915,-6.809582489332489,2
5.201862571698166,0.7277706442995444,1
-9.947855532622516,-4.324755949478929,2
-1.916957068923598,9.5363966725581,0
2.239286022116549,1.3041672122588353,1
4.602852564243322,1.3958524061004554,1
-7.940629486372325,-8.031746074565307,2
-5.602442273596522,-10.203149717813867,2
-4.276912495455016,9.321736340089377,0
-7.748687831232239,10.65809113694877,0
-8.630863697920784,-9.64570905520462,2
-3.7773232401062242,-6.64876032469023,2
-4.47719934682338,-7.69626033931905,2
-2.3927801861607505,6.728345532537075,0
-5.137377784287885,-7.532156657611629,2
3.697802224991456,2.4372695586560047,1
-2.3887372031706975,13.940770353168894,0
-1.465314491818955,9.608255474664693,0
-0.8821631883134107,6.5525574953304115,0
-0.2235519940227091,10.51815219357187,0
-4.348046091520357,12.114154938233401,0
2.960435151866549,0.7743843930526877,1
-3.4022275271867923,10.727083716845266,0
2.6768615341321995,2.8973766324672736,1
4.688899184745987,2.9691662664316314,1
6.384520109669458,2.3398536954174354,1
-3.038511289528662,14.45462446137756,0
8.884191230253368,4.038100205043026,1
5.888118470332412,3.229860702469292,1
-6.7064476162054705,-7.1914640640601055,2
-3.5979630721031155,9.236131307618054,0
-8.204874709042963,-5.738912256089628,2
7.904701444091372,-0.8871130719805334,1
5.781659857614436,4.24430096430193,1
-11.822916191405849,-8.4739001042169,2
5.288211541204985,1.7128835752053628,1
0.4220999147903579,8.56273352722525,0
-1.8426558439100438,-0.07560559872784767,1
3.759789862834134,2.2346508385129145,1
-7.004985385697614,-4.96982495227347,2
-3.6223961000086864,-9.64031250970573,2
2.9888844426430783,1.3303980006347451,1
-10.092519831666415,-6.4731823215415005,2
3.179145572793828,2.4060868631046817,1
1.999412422186817,5.6360872156494395,1
4.601846420422723,-0.03188904533488568,1
8.927767014878754,3.2410077285767542,1
-4.458560963507393,10.588455335683225,0
-6.51589468103428,-6.383668420675274,2
-1.0322644630619293,9.357022690578262,0
-2.7404941878292313,8.412078737019744,0
2.9954380450952387,2.460544106924557,1
3.4611493223396783,3.672373877982781,1
-0.8841459782643541,11.726766185339967,0
5.261693967424111,4.923882117839836,1
-8.851079283822358,-5.872016562240258,2
-8.172772959636323,-9.043205600504736,2
4.833870766213538,3.1634837348145592,1
-1.7859255729574819,7.724046618988073,0
-2.309894892877468,8.007334819965923,0
-8.809474112311479,-5.508006673279068,2
7.542166051818185,3.891711336111146,1
2.118110927558011,3.8088935780502844,1
-6.782583935261616,-8.542009826098022,2
-3.874913086959214,-6.731920032436396,2
-5.6140634589387,-2.338723877667155,2
-5.72548293679019,-7.286200365361932,2
-4.983099044808914,6.373372902029769,0
-7.429730585454558,-11.483951922747117,2
-5.2208160287842915,-11.302380211291716,2
0.3920873876084876,0.9216596405792099,1
-8.392328681719876,-9.724617012471295,2
-9.488566192160977,-5.5407644956158695,2
-2.483193839296936,11.921354282512954,0
3.0548373593627,1.743696801006934,1
-7.768213711303494,-6.125508607186243,2
-3.5053439210061406,-5.116830079377046,2
4.00934034694741,3.491108124927267,1
-2.6634010418809586,9.69659007783161,0
-0.8650773030637702,12.807872093506216,0
-5.027272096087987,-3.0612763123356856,2
-3.1946266561062893,7.409731589755084,0
-9.24614421648282,-10.958573948796147,2
4.731022516035729,0.6699689887290978,1
6.003784778818029,1.35263617075382,1
-8.183299406755589,-6.785312250643119,2
4.5980756482998055,2.207824450558296,1
-3.5896917641487027,-7.3781816723887035,2
-7.011786788445903,-9.302141992800859,2
-6.300077477358444,-2.729307995985069,2
5.28531595690428,0.3187077968360861,1
6.9561005832282365,3.5564950718666037,1
-1.2578629275227378,7.299971015365756,0
-3.8333790366119556,-5.8022895059066295,2
1.4510235186393672,0.7744196380331863,1
6.020166819650326,1.1707287401690594,1
4.6503662356644675,2.067130871470216,1
-6.360182187708307,-8.688742843484764,2
5.734073598568177,1.5687843790729439,1
-6.137335444408652,-8.088079966707587,2
4.422358539314386,2.776593128138615,1
-8.064415039629008,-8.608091132635579,2
9.269195969575119,-1.7613607012427641,1
9.019484702663446,0.35657311323042906,1
-6.225772443622945,-7.318310650893675,2
2.7860178930719357,1.8541189718171318,1
-5.165569720849611,9.408008599936569,0
-9.836799682710954,-4.5926015068620885,2
-1.9230526764553877,7.585583292145586,0
-2.956123193704452,10.442287116382506,0
-0.4471985780608483,10.87684636643072,0
-6.724890575856033,-8.602677995932474,2
-5.610524485185016,9.151412077810376,0
6.290711534204161,3.6001889559420093,1
3.3163059066913254,3.67803635353318,1
-6.639035927727472,-5.851231925158449,2
4.779483006208139,1.2025424902172115,1
6.134466046474625,3.1939102148076617,1
-2.893919552614995,9.617380812865546,0
0.6492280079620327,10.549155586504138,0
4.835231033325765,0.42715011622979904,1
3.696015104649234,4.151070877875464,1
5.669949370645421,3.00074158576515,1
-6.680962580292818,-5.3773353465323686,2
-4.867041572722389,-8.033893332322243,2
-7.418440860040386,-5.445025081684022,2
-4.721867571064807,6.62187288003698,0
1.2631741793683102,9.363441753862,0
-4.20278505918956,5.984591678826592,0
3.0942284071529578,1.4995324704607143,1
5.527517692520558,3.5224377907994056,1
7.522425414360333,-0.8985546184181468,1
1.7437101532334531,-0.8417578648123785,1
-6.202634376162441,-7.7106854210775495,2
4.768438874419027,-0.18231987191788024,1
-5.588875291980975,-4.142846478211249,2
6.547882363214506,3.275952186552328,1
4.336308646156935,3.149804096909885,1
-6.111496293272656,-6.945499089464133,2
-1.8610296842631602,8.244121567365688,0
3.739747893269614,3.2188695486357295,1
6.966206340538021,1.9936358059799062,1
-2.948541398727774,9.728511271221814,0
-7.357523284884089,-8.695236917359143,2
-4.811184777897356,9.765682164889665,0
2.981888814383957,0.8528076035467929,1
-5.724164092175205,9.38355384526293,0
-6.8427904327721665,-3.5272349687253812,2
-5.14041535093995,-4.168833875666045,2
-12.400379776077619,6.966288609055482,1
1.9111877060607618,3.2480274446375255,1
-1.8866106535166658,-12.990766209860297,1
7.054243395870543,13.794657637103274,1
14.151822969905162,-14.085289395468406,1
-7.563922978565366,3.235892520689699,1
5.915491922672256,5.431842835837209,1
-2.7543381943197023,-4.015428283481297,1
-9.136021390015065,-6.456854511450151,1
-13.956156991630523,-0.6134250741954883,1
3.1806458774442667,-0.6257946827160623,1
-14.54475894339015,-6.161351044511457,1
-14.257472195145143,2.739670933505895,1
9.652902621711167,0.44020039146565537,1
0.43209181547035236,-1.2640319087971452,1
5.445241392272472,7.30282070845767,1
-10.807229767770473,-11.360577065798108,1
8.566196829244774,-3.2169494786555433,1
3.949335084117493,11.226328226317758,1
-0.21170994544166177,-8.371638244146801,1
